2025-02-27 00:52:31,894 INFO    StreamThr :16467 [internal.py:wandb_internal():86] W&B internal server running at pid: 16467, started at: 2025-02-27 00:52:31.894376
2025-02-27 00:52:32,364 DEBUG   SenderThread:16467 [sender.py:send_request():406] send_request: defer
2025-02-27 00:52:32,364 INFO    SenderThread:16467 [sender.py:send_request_defer():610] handle sender defer: 12
2025-02-27 00:52:32,364 INFO    SenderThread:16467 [file_stream.py:finish():614] file stream finish called
2025-02-27 00:52:32,431 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: run_start
2025-02-27 00:52:32,431 DEBUG   HandlerThread:16467 [system_info.py:__init__():26] System info init
2025-02-27 00:52:32,431 DEBUG   HandlerThread:16467 [system_info.py:__init__():41] System info init done
2025-02-27 00:52:32,431 INFO    HandlerThread:16467 [system_monitor.py:start():194] Starting system monitor
2025-02-27 00:52:32,431 INFO    SystemMonitor:16467 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-02-27 00:52:32,431 INFO    HandlerThread:16467 [system_monitor.py:probe():214] Collecting system info
2025-02-27 00:52:32,431 INFO    SystemMonitor:16467 [interfaces.py:start():190] Started cpu monitoring
2025-02-27 00:52:32,432 DEBUG   HandlerThread:16467 [system_info.py:probe():150] Probing system
2025-02-27 00:52:32,432 INFO    SystemMonitor:16467 [interfaces.py:start():190] Started disk monitoring
2025-02-27 00:52:32,434 INFO    SystemMonitor:16467 [interfaces.py:start():190] Started gpuapple monitoring
2025-02-27 00:52:32,436 INFO    SystemMonitor:16467 [interfaces.py:start():190] Started memory monitoring
2025-02-27 00:52:32,436 INFO    SystemMonitor:16467 [interfaces.py:start():190] Started network monitoring
2025-02-27 00:52:32,436 DEBUG   HandlerThread:16467 [gitlib.py:_init_repo():56] git repository is invalid
2025-02-27 00:52:32,436 DEBUG   HandlerThread:16467 [system_info.py:probe():198] Probing system done
2025-02-27 00:52:32,436 DEBUG   HandlerThread:16467 [system_monitor.py:probe():223] {'os': 'macOS-15.3.1-arm64-arm-64bit-Mach-O', 'python': '3.13.2', 'heartbeatAt': '2025-02-27T06:52:32.432664', 'startedAt': '2025-02-27T06:52:31.889946', 'docker': None, 'cuda': None, 'args': ('--config', 'finetune_config.json'), 'state': 'running', 'program': '/Users/cpconnor/CascadeProjects/multi-platform-content-generator/finetune_model.py', 'codePathLocal': 'finetune_model.py', 'codePath': 'finetune_model.py', 'host': 'Mac.lan', 'username': 'cpconnor', 'executable': '/Users/cpconnor/CascadeProjects/multi-platform-content-generator/venv/bin/python', 'cpu_count': 14, 'cpu_count_logical': 14, 'cpu_freq': {'current': 4, 'min': 1, 'max': 4}, 'cpu_freq_per_core': [{'current': 4, 'min': 1, 'max': 4}], 'disk': {'/': {'total': 460.4317207336426, 'used': 10.393470764160156}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 48.0}}
2025-02-27 00:52:32,436 INFO    HandlerThread:16467 [system_monitor.py:probe():224] Finished collecting system info
2025-02-27 00:52:32,436 INFO    HandlerThread:16467 [system_monitor.py:probe():227] Publishing system info
2025-02-27 00:52:32,436 INFO    HandlerThread:16467 [system_monitor.py:probe():229] Finished publishing system info
2025-02-27 00:52:32,437 DEBUG   SenderThread:16467 [sender.py:send():379] send: files
2025-02-27 00:52:32,437 INFO    SenderThread:16467 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2025-02-27 00:52:32,459 INFO    SenderThread:16467 [file_stream.py:finish():618] file stream finish is done
2025-02-27 00:52:32,459 INFO    SenderThread:16467 [sender.py:transition_state():614] send defer: 13
2025-02-27 00:52:32,459 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: defer
2025-02-27 00:52:32,459 INFO    HandlerThread:16467 [handler.py:handle_request_defer():172] handle defer: 13
2025-02-27 00:52:32,459 DEBUG   SenderThread:16467 [sender.py:send_request():406] send_request: defer
2025-02-27 00:52:32,459 INFO    SenderThread:16467 [sender.py:send_request_defer():610] handle sender defer: 13
2025-02-27 00:52:32,459 INFO    SenderThread:16467 [sender.py:transition_state():614] send defer: 14
2025-02-27 00:52:32,459 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: defer
2025-02-27 00:52:32,459 INFO    HandlerThread:16467 [handler.py:handle_request_defer():172] handle defer: 14
2025-02-27 00:52:32,459 DEBUG   SenderThread:16467 [sender.py:send():379] send: final
2025-02-27 00:52:32,459 DEBUG   SenderThread:16467 [sender.py:send():379] send: footer
2025-02-27 00:52:32,459 DEBUG   SenderThread:16467 [sender.py:send_request():406] send_request: defer
2025-02-27 00:52:32,459 INFO    SenderThread:16467 [sender.py:send_request_defer():610] handle sender defer: 14
2025-02-27 00:52:32,460 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: poll_exit
2025-02-27 00:52:32,460 DEBUG   SenderThread:16467 [sender.py:send_request():406] send_request: poll_exit
2025-02-27 00:52:32,461 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: internal_messages
2025-02-27 00:52:32,461 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: server_info
2025-02-27 00:52:32,461 DEBUG   SenderThread:16467 [sender.py:send_request():406] send_request: server_info
2025-02-27 00:52:32,461 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: get_summary
2025-02-27 00:52:32,461 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: sampled_history
2025-02-27 00:52:32,461 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: shutdown
2025-02-27 00:52:32,461 INFO    HandlerThread:16467 [handler.py:finish():866] shutting down handler
2025-02-27 00:52:32,469 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: python_packages
2025-02-27 00:52:32,469 DEBUG   SenderThread:16467 [sender.py:send_request():406] send_request: python_packages
2025-02-27 00:52:32,470 DEBUG   SenderThread:16467 [sender.py:send():379] send: telemetry
2025-02-27 00:52:32,470 DEBUG   SenderThread:16467 [sender.py:send():379] send: metric
2025-02-27 00:52:32,470 DEBUG   SenderThread:16467 [sender.py:send():379] send: telemetry
2025-02-27 00:52:32,471 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: stop_status
2025-02-27 00:52:32,471 DEBUG   SenderThread:16467 [sender.py:send():379] send: metric
2025-02-27 00:52:32,471 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: internal_messages
2025-02-27 00:52:32,471 DEBUG   SenderThread:16467 [sender.py:send():379] send: metric
2025-02-27 00:52:32,471 DEBUG   HandlerThread:16467 [handler.py:handle_request():146] handle_request: partial_history
2025-02-27 00:52:32,471 DEBUG   SenderThread:16467 [sender.py:send():379] send: metric
2025-02-27 00:52:32,471 DEBUG   SenderThread:16467 [sender.py:send():379] send: metric
2025-02-27 00:52:32,471 DEBUG   SenderThread:16467 [sender.py:send():379] send: metric
2025-02-27 00:52:32,471 DEBUG   SenderThread:16467 [sender.py:send_request():406] send_request: stop_status
2025-02-27 00:52:32,659 DEBUG   SenderThread:16467 [sender.py:send():379] send: history
2025-02-27 00:52:32,659 DEBUG   SenderThread:16467 [sender.py:send_request():406] send_request: summary_record
2025-02-27 00:52:32,659 INFO    SenderThread:16467 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2025-02-27 00:52:32,895 INFO    wandb-upload_0:16467 [upload_job.py:push():131] Uploaded file /var/folders/7v/4r1xclxs6l333vvl10wx5t6w0000gn/T/tmptpi6r0lcwandb/70f5tjbq-wandb-metadata.json
2025-02-27 00:52:33,303 INFO    Thread-25 :16467 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/cpconnor/CascadeProjects/multi-platform-content-generator/wandb/run-20250227_005231-qjlqrqb5/files/output.log
2025-02-27 00:52:33,303 INFO    Thread-25 :16467 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/cpconnor/CascadeProjects/multi-platform-content-generator/wandb/run-20250227_005231-qjlqrqb5/files/wandb-metadata.json
2025-02-27 00:52:33,303 INFO    Thread-25 :16467 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/cpconnor/CascadeProjects/multi-platform-content-generator/wandb/run-20250227_005231-qjlqrqb5/files/wandb-summary.json
2025-02-27 00:52:33,303 INFO    Thread-25 :16467 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/cpconnor/CascadeProjects/multi-platform-content-generator/wandb/run-20250227_005231-qjlqrqb5/files/requirements.txt
2025-02-27 00:52:33,463 INFO    SenderThread:16467 [sender.py:finish():1546] shutting down sender
2025-02-27 00:52:33,463 INFO    SenderThread:16467 [file_pusher.py:finish():172] shutting down file pusher
2025-02-27 00:52:33,463 INFO    SenderThread:16467 [file_pusher.py:join():178] waiting for file pusher
2025-02-27 00:52:33,466 INFO    WriterThread:16467 [datastore.py:close():296] close: /Users/cpconnor/CascadeProjects/multi-platform-content-generator/wandb/run-20250227_005229-s5zk5ndx/run-s5zk5ndx.wandb
